25,18	1	6
25,19	1	9
25,20	1	4
25,2	1	4
25,21	1	6
25,22	1	3
25,23	1	2
25,24	1	7
26,10	1	7
26,1	1	9
26,11	1	4
26,12	1	15
26,13	1	9
26,14	1	7
26,15	1	7
26,16	1	12
26,18	1	8
26,19	1	11
26,20	1	6
26,2	1	6
26,21	1	8
26,22	1	5
26,23	1	4
26,24	1	9
26,25	1	4
27,10	1	8
27,1	1	10
27,11	1	5
27,12	1	16
27,14	1	8
27,16	1	13
27,17	1	13
27,18	1	9
27,20	1	7
27,2	1	7
27,21	1	9
27,22	1	6
27,23	1	5
27,24	1	10
27,25	1	5
27,26	1	7
28,10	1	12
28,1	1	14
28,11	1	9
28,12	1	20
28,13	1	14
28,14	1	12
28,15	1	12
28,16	1	17
28,18	1	13
28,19	1	16
28,20	1	11
28,2	1	11
28,21	1	13
28,22	1	10
28,23	1	9
28,25	1	9
28,26	1	11
28,27	1	12
29,10	1	8
29,11	1	5
29,14	1	8
29,15	1	8
29,16	1	13
29,17	1	13
29,18	1	9
29,19	1	12
29,20	1	7
29,2	1	7
29,21	1	9
29,23	1	5
29,24	1	10
29,25	1	5
29,26	1	7
29,27	1	8
29,28	1	12
30,1	1	12
30,11	1	7
30,13	1	12
30,14	1	10
30,15	1	10
30,17	1	15
30,19	1	14
30,20	1	9
30,2	1	9
30,21	1	11
30,22	1	8
30,23	1	7
30,24	1	12
30,25	1	7
30,26	1	9
30,27	1	10
30,28	1	14
30,29	1	10
3,11	1	5
3,14	1	8
3,15	1	8
3,20	1	7
3,22	1	6
3,23	1	5
3,25	1	5
3,26	1	7
31,10	1	6
31,1	1	8
31,11	1	3
31,12	1	14
31,13	1	8
31,14	1	6
31,15	1	6
31,16	1	11
31,17	1	11
31,18	1	7
31,19	1	10
31,20	1	5
31,2	1	5
31,21	1	7
31,22	1	4
31,23	1	3
31,24	1	8
31,25	1	3
31,26	1	5
31,27	1	6
31,28	1	10
31,29	1	6
31,30	1	8
31,3	1	6
32,10	1	7
32,1	1	9
32,11	1	4
32,12	1	15
32,13	1	9
32,14	1	7
32,15	1	7
32,16	1	12
32,17	1	12
32,18	1	8
32,19	1	11
32,20	1	6
32,2	1	6
32,21	1	8
32,22	1	5
32,23	1	4
32,24	1	9
32,25	1	4
32,26	1	6
32,27	1	7
32,28	1	11
32,29	1	7
32,30	1	9
32,3	1	7
32,31	1	5
33,10	1	5
33,1	1	7
33,11	1	2
33,12	1	13
33,13	1	7
33,14	1	5
33,15	1	5
33,16	1	10
33,17	1	10
33,18	1	6
33,19	1	9
33,20	1	4
33,2	1	4
33,21	1	6
33,22	1	3
33,23	1	2
33,24	1	7
33,25	1	2
33,26	1	4
33,27	1	5
33,28	1	9
33,29	1	5
33,30	1	7
33,3	1	5
33,31	1	3
33,32	1	4
34,10	1	5
34,1	1	7
34,11	1	2
34,12	1	13
34,13	1	7
34,14	1	5
34,15	1	5
34,16	1	10
34,18	1	6
34,19	1	9
34,20	1	4
34,2	1	4
34,21	1	6
34,22	1	3
34,23	1	2
34,24	1	7
34,25	1	2
34,26	1	4
34,27	1	5
34,28	1	9
34,29	1	5
34,30	1	7
34,3	1	5
34,31	1	3
34,32	1	4
34,33	1	2
35,10	1	5
35,11	1	2
35,12	1	13
35,13	1	7
35,14	1	5
35,15	1	5
35,16	1	10
35,17	1	10
35,18	1	6
35,19	1	9
35,20	1	4
35,21	1	6
35,22	1	3
35,23	1	2
35,24	1	7
35,25	1	2
35,26	1	4
35,27	1	5
35,28	1	9
35,29	1	5
35,30	1	7
35,3	1	5
35,31	1	3
35,32	1	4
35,33	1	2
35,34	1	2
36,10	1	8
36,1	1	10
36,11	1	5
36,12	1	16
36,13	1	10
36,14	1	8
36,15	1	8
36,16	1	13
36,17	1	13
36,18	1	9
36,19	1	12
36,20	1	7
36,2	1	7
36,21	1	9
36,22	1	6
36,23	1	5
36,24	1	10
36,25	1	5
36,26	1	7
36,27	1	8
36,28	1	12
36,29	1	8
36,30	1	10
36,3	1	8
36,31	1	6
36,32	1	7
36,33	1	5
36,34	1	5
36,35	1	5
37,10	1	6
37,1	1	8
37,11	1	3
37,12	1	14
37,14	1	6
37,15	1	6
37,16	1	11
37,17	1	11
37,18	1	7
37,19	1	10
37,20	1	5
37,2	1	5
37,21	1	7
37,22	1	4
37,23	1	3
37,24	1	8
37,25	1	3
37,26	1	5
37,27	1	6
37,28	1	10
37,29	1	6
37,30	1	8
37,3	1	6
37,31	1	4
37,32	1	5
37,33	1	3
37,34	1	3
37,35	1	3
37,36	1	6
38,10	1	13
38,1	1	15
38,11	1	10
38,13	1	15
38,14	1	13
38,15	1	13
38,17	1	18
38,18	1	14
38,19	1	17
38,20	1	12
38,2	1	12
38,21	1	14
38,22	1	11
38,23	1	10
38,25	1	10
38,26	1	12
38,27	1	13
38,30	1	15
38,3	1	13
38,31	1	11
38,32	1	12
38,33	1	10
38,34	1	10
38,35	1	10
38,36	1	13
38,37	1	11
39,10	1	6
39,1	1	8
39,11	1	3
39,12	1	14
39,13	1	8
39,14	1	6
39,15	1	6
39,16	1	11
39,17	1	11
39,18	1	7
39,20	1	5
39,2	1	5
39,21	1	7
39,22	1	4
39,23	1	3
39,24	1	8
39,25	1	3
39,26	1	5
39,27	1	6
39,28	1	10
39,29	1	6
39,30	1	8
39,3	1	6
39,31	1	4
39,32	1	5
39,33	1	3
39,34	1	3
39,35	1	3
39,37	1	4
39,38	1	11
40,10	1	6
40,1	1	8
40,11	1	3
40,12	1	14
40,13	1	8
40,14	1	6
40,15	1	6
40,16	1	11
40,17	1	11
40,18	1	7
40,19	1	10
40,20	1	5
40,2	1	5
40,21	1	7
40,22	1	4
40,23	1	3
40,24	1	8
40,25	1	3
40,26	1	5
40,27	1	6
40,28	1	10
40,29	1	6
40,30	1	8
40,3	1	6
40,31	1	4
40,32	1	5
40,33	1	3
40,34	1	3
40,35	1	3
40,36	1	6
40,37	1	4
40,38	1	11
40,39	1	4
4,10	1	14
4,1	1	16
4,11	1	11
4,16	1	19
4,20	1	13
4,2	1	13
4,21	1	15
4,22	1	12
4,23	1	11
4,24	1	16
4,25	1	11
4,29	1	14
4,30	1	16
4,31	1	12
4,32	1	13
4,33	1	11
4,34	1	11
4,35	1	11
4,37	1	12
4,39	1	12
41,10	1	7
41,1	1	9
41,11	1	4
41,13	1	9
41,14	1	7
41,15	1	7
41,16	1	12
41,17	1	12
41,18	1	8
41,19	1	11
41,20	1	6
41,2	1	6
41,21	1	8
41,22	1	5
41,23	1	4
41,24	1	9
41,25	1	4
41,26	1	6
41,27	1	7
41,28	1	11
41,29	1	7
41,30	1	9
41,31	1	5
41,32	1	6
41,33	1	4
41,34	1	4
41,35	1	4
41,36	1	7
41,37	1	5
41,38	1	12
41,39	1	5
41,40	1	5
41,4	1	13
42,10	1	5
42,1	1	7
42,11	1	2
42,12	1	13
42,13	1	7
42,14	1	5
42,15	1	5
42,16	1	10
42,17	1	10
42,18	1	6
42,19	1	9
42,20	1	4
42,2	1	4
42,21	1	6
42,22	1	3
42,23	1	2
42,24	1	7
42,25	1	2
42,27	1	5
42,28	1	9
42,29	1	5
42,30	1	7
42,3	1	5
42,31	1	3
42,32	1	4
42,33	1	2
42,34	1	2
42,35	1	2
42,36	1	5
42,37	1	3
42,38	1	10
42,39	1	3
42,40	1	3
42,4	1	11
42,41	1	4
43,10	1	7
43,1	1	9
43,11	1	4
43,12	1	15
43,13	1	9
43,14	1	7
43,15	1	7
43,16	1	12
43,17	1	12
43,18	1	8
43,20	1	6
43,2	1	6
43,21	1	8
43,22	1	5
43,23	1	4
43,24	1	9
43,25	1	4
43,26	1	6
43,27	1	7
43,28	1	11
43,29	1	7
43,30	1	9
43,3	1	7
43,31	1	5
43,32	1	6
43,33	1	4
43,34	1	4
43,35	1	4
43,37	1	5
43,38	1	12
43,39	1	5
43,4	1	13
43,41	1	6
43,42	1	4
44,10	1	5
44,1	1	7
44,11	1	2
44,12	1	13
44,13	1	7
44,15	1	5
44,16	1	10
44,17	1	10
44,18	1	6
44,19	1	9
44,20	1	4
44,2	1	4
44,21	1	6
44,22	1	3
44,23	1	2
44,24	1	7
44,25	1	2
44,26	1	4
44,27	1	5
44,28	1	9
44,29	1	5
44,30	1	7
44,3	1	5
44,31	1	3
44,32	1	4
44,33	1	2
44,34	1	2
44,35	1	2
44,36	1	5
44,37	1	3
44,38	1	10
44,39	1	3
44,40	1	3
44,4	1	11
44,41	1	4
44,42	1	2
44,43	1	4
45,10	1	5
45,1	1	7
45,11	1	2
45,12	1	13
45,13	1	7
45,14	1	5
45,15	1	5
45,16	1	10
45,17	1	10
45,18	1	6
45,19	1	9
45,20	1	4
45,2	1	4
45,21	1	6
45,22	1	3
45,23	1	2
45,24	1	7
45,25	1	2
45,26	1	4
45,27	1	5
45,28	1	9
45,29	1	5
45,30	1	7
45,3	1	5
45,31	1	3
45,32	1	4
45,33	1	2
45,34	1	2
45,35	1	2
45,36	1	5
45,37	1	3
45,38	1	10
45,39	1	3
45,40	1	3
45,4	1	11
45,41	1	4
45,42	1	2
45,43	1	4
45,44	1	2
46,10	1	7
46,1	1	9
46,11	1	4
46,12	1	15
46,13	1	9
46,14	1	7
46,15	1	7
46,16	1	12
46,17	1	12
46,18	1	8
46,19	1	11
46,20	1	6
46,2	1	6
46,21	1	8
46,22	1	5
46,23	1	4
46,24	1	9
46,25	1	4
46,26	1	6
46,27	1	7
46,28	1	11
46,29	1	7
46,30	1	9
46,3	1	7
46,31	1	5
46,32	1	6
46,33	1	4
46,34	1	4
46,35	1	4
46,36	1	7
46,37	1	5
46,39	1	5
46,40	1	5
46,4	1	13
46,41	1	6
46,42	1	4
46,43	1	6
46,44	1	4
46,45	1	4
47,10	1	5
47,1	1	7
47,11	1	2
47,12	1	13
47,13	1	7
47,14	1	5
47,15	1	5
47,16	1	10
47,17	1	10
47,18	1	6
47,19	1	9
47,20	1	4
47,2	1	4
47,21	1	6
47,22	1	3
47,23	1	2
47,24	1	7
47,25	1	2
47,26	1	4
47,27	1	5
47,28	1	9
47,29	1	5
47,30	1	7
47,3	1	5
47,31	1	3
47,32	1	4
47,33	1	2
47,34	1	2
47,35	1	2
47,36	1	5
47,37	1	3
47,38	1	10
47,39	1	3
47,40	1	3
47,4	1	11
47,41	1	4
47,42	1	2
47,43	1	4
47,44	1	2
47,45	1	2
47,46	1	4
48,10	1	5
48,1	1	7
48,11	1	2
48,12	1	13
48,13	1	7
48,14	1	5
48,15	1	5
48,16	1	10
48,17	1	10
48,18	1	6
48,19	1	9
48,20	1	4
48,2	1	4
48,21	1	6
48,22	1	3
48,23	1	2
48,24	1	7
48,25	1	2
48,26	1	4
48,27	1	5
48,28	1	9
48,29	1	5
48,30	1	7
48,3	1	5
48,31	1	3
48,32	1	4
48,33	1	2
48,34	1	2
48,35	1	2
48,36	1	5
48,37	1	3
48,38	1	10
48,39	1	3
48,40	1	3
48,4	1	11
48,41	1	4
48,42	1	2
48,43	1	4
48,44	1	2
48,45	1	2
48,46	1	4
48,47	1	2
49,10	1	5
49,1	1	7
49,11	1	2
49,12	1	13
49,13	1	7
49,14	1	5
49,15	1	5
49,16	1	10
49,17	1	10
49,18	1	6
49,19	1	9
49,20	1	4
49,2	1	4
49,21	1	6
49,22	1	3
49,23	1	2
49,24	1	7
49,25	1	2
49,26	1	4
49,27	1	5
49,28	1	9
49,29	1	5
49,30	1	7
49,3	1	5
49,31	1	3
49,32	1	4
49,33	1	2
49,34	1	2
49,35	1	2
49,36	1	5
49,37	1	3
49,38	1	10
49,39	1	3
49,40	1	3
49,4	1	11
49,41	1	4
49,42	1	2
49,43	1	4
49,44	1	2
49,45	1	2
49,46	1	4
49,47	1	2
49,48	1	2
50,10	1	6
50,1	1	8
50,11	1	3
50,12	1	14
50,13	1	8
50,14	1	6
50,15	1	6
50,16	1	11
50,18	1	7
50,20	1	5
50,2	1	5
50,21	1	7
50,22	1	4
50,23	1	3
50,24	1	8
50,25	1	3
50,26	1	5
50,27	1	6
50,28	1	10
50,29	1	6
50,30	1	8
50,3	1	6
50,31	1	4
50,32	1	5
50,33	1	3
50,34	1	3
50,35	1	3
50,36	1	6
50,37	1	4
50,38	1	11
50,39	1	4
50,40	1	4
50,4	1	12
50,41	1	5
50,42	1	3
50,43	1	5
50,44	1	3
50,45	1	3
50,46	1	5
50,47	1	3
50,48	1	3
50,49	1	3
5,10	1	7
5,11	1	4
5,13	1	9
5,14	1	7
5,15	1	7
5,18	1	8
5,22	1	5
5,23	1	4
5,25	1	4
5,26	1	6
5,29	1	7
5,30	1	9
5,32	1	6
5,33	1	4
5,34	1	4
5,35	1	4
5,37	1	5
5,38	1	12
5,39	1	5
5,40	1	5
5,41	1	6
5,42	1	4
5,43	1	6
5,44	1	4
5,45	1	4
5,46	1	6
5,47	1	4
5,48	1	4
5,49	1	4
5,50	1	5
51,10	1	5
51,1	1	7
51,11	1	2
51,12	1	13
51,13	1	7
51,14	1	5
51,15	1	5
51,16	1	10
51,17	1	10
51,18	1	6
51,19	1	9
51,20	1	4
51,2	1	4
51,21	1	6
51,22	1	3
51,23	1	2
51,24	1	7
51,25	1	2
51,26	1	4
51,27	1	5
51,28	1	9
51,29	1	5
51,30	1	7
51,3	1	5
51,31	1	3
51,32	1	4
51,33	1	2
51,34	1	2
51,35	1	2
51,36	1	5
51,37	1	3
51,38	1	10
51,39	1	3
51,40	1	3
51,4	1	11
51,41	1	4
51,42	1	2
51,43	1	4
51,44	1	2
51,45	1	2
51,46	1	4
51,47	1	2
51,48	1	2
51,49	1	2
51,50	1	3
51,5	1	4
52,10	1	8
52,1	1	10
52,11	1	5
52,12	1	16
52,13	1	10
52,14	1	8
52,15	1	8
52,16	1	13
52,17	1	13
52,18	1	9
52,19	1	12
52,20	1	7
52,2	1	7
52,22	1	6
52,23	1	5
52,24	1	10
52,25	1	5
52,26	1	7
52,27	1	8
52,28	1	12
52,29	1	8
52,30	1	10
52,3	1	8
52,31	1	6
52,32	1	7
52,33	1	5
52,34	1	5
52,35	1	5
52,36	1	8
52,37	1	6
52,38	1	13
52,39	1	6
52,40	1	6
52,4	1	14
52,41	1	7
52,42	1	5
52,43	1	7
52,44	1	5
52,45	1	5
52,46	1	7
52,47	1	5
52,48	1	5
52,49	1	5
52,50	1	6
52,5	1	7
52,51	1	5
53,10	1	10
53,1	1	12
53,11	1	7
53,12	1	18
53,13	1	12
53,14	1	10
53,15	1	10
53,18	1	11
53,19	1	14
53,20	1	9
53,2	1	9
53,21	1	11
53,22	1	8
53,23	1	7
53,25	1	7
53,26	1	9
53,27	1	10
53,29	1	10
53,30	1	12
53,3	1	10
53,31	1	8
53,32	1	9
53,33	1	7
53,34	1	7
53,35	1	7
53,36	1	10
53,37	1	8
53,38	1	15
53,39	1	8
53,40	1	8
53,4	1	16
53,41	1	9
53,42	1	7
53,43	1	9
53,44	1	7
53,45	1	7
53,46	1	9
53,47	1	7
53,48	1	7
53,49	1	7
53,50	1	8
53,5	1	9
53,51	1	7
53,52	1	10
54,10	1	5
54,1	1	7
54,11	1	2
54,12	1	13
54,13	1	7
54,14	1	5
54,15	1	5
54,16	1	10
54,17	1	10
54,18	1	6
54,20	1	4
54,2	1	4
54,21	1	6
54,22	1	3
54,23	1	2
54,24	1	7
54,25	1	2
54,26	1	4
54,27	1	5
54,28	1	9
54,29	1	5
54,30	1	7
54,3	1	5
54,31	1	3
54,32	1	4
54,33	1	2
54,34	1	2
54,35	1	2
54,36	1	5
54,37	1	3
54,38	1	10
54,39	1	3
54,40	1	3
54,4	1	11
54,41	1	4
54,42	1	2
54,43	1	4
54,44	1	2
54,45	1	2
54,46	1	4
54,47	1	2
54,48	1	2
54,49	1	2
54,50	1	3
54,5	1	4
54,51	1	2
54,52	1	5
54,53	1	7
55,10	1	7
55,1	1	9
55,11	1	4
55,13	1	9
55,14	1	7
55,15	1	7
55,16	1	12
55,17	1	12
55,18	1	8
55,19	1	11
55,20	1	6
55,2	1	6
55,21	1	8
55,22	1	5
55,23	1	4
55,24	1	9
55,25	1	4
55,26	1	6
55,27	1	7
55,28	1	11
55,29	1	7
55,30	1	9
55,31	1	5
55,32	1	6
55,33	1	4
55,34	1	4
55,35	1	4
55,36	1	7
55,37	1	5
55,38	1	12
55,39	1	5
55,40	1	5
55,4	1	13
55,41	1	6
55,42	1	4
55,43	1	6
55,44	1	4
55,45	1	4
55,46	1	6
55,47	1	4
55,48	1	4
55,49	1	4
55,50	1	5
55,5	1	6
55,51	1	4
55,52	1	7
55,53	1	9
55,54	1	4
56,10	1	6
56,1	1	8
56,11	1	3
56,12	1	14
56,13	1	8
56,14	1	6
56,15	1	6
56,16	1	11
56,17	1	11
56,18	1	7
56,19	1	10
56,20	1	5
56,2	1	5
56,21	1	7
56,22	1	4
56,23	1	3
56,24	1	8
56,25	1	3
56,26	1	5
56,27	1	6
56,28	1	10
56,29	1	6
56,30	1	8
56,3	1	6
56,31	1	4
56,32	1	5
56,33	1	3
56,34	1	3
56,35	1	3
56,37	1	4
56,38	1	11
56,39	1	4
56,40	1	4
56,4	1	12
56,41	1	5
56,42	1	3
56,43	1	5
56,44	1	3
56,45	1	3
56,46	1	5
56,47	1	3
56,48	1	3
56,49	1	3
56,50	1	4
56,5	1	5
56,51	1	3
56,52	1	6
56,53	1	8
56,54	1	3
56,55	1	5
57,10	1	8
57,1	1	10
57,11	1	5
57,12	1	16
57,13	1	10
57,14	1	8
57,15	1	8
57,16	1	13
57,17	1	13
57,18	1	9
57,19	1	12
57,20	1	7
57,2	1	7
57,21	1	9
57,22	1	6
57,23	1	5
57,24	1	10
57,25	1	5
57,26	1	7
57,27	1	8
57,28	1	12
57,29	1	8
57,30	1	10
57,3	1	8
57,32	1	7
57,33	1	5
57,34	1	5
57,35	1	5
57,36	1	8
57,37	1	6
57,38	1	13
57,39	1	6
57,40	1	6
57,4	1	14
57,41	1	7
57,42	1	5
57,43	1	7
57,44	1	5
57,45	1	5
57,46	1	7
57,47	1	5
57,48	1	5
57,49	1	5
57,50	1	6
57,5	1	7
57,51	1	5
57,52	1	8
57,53	1	10
57,54	1	5
57,55	1	7
57,56	1	6
58,10	1	10
58,1	1	12
58,11	1	7
58,12	1	18
58,13	1	12
58,14	1	10
58,15	1	10
58,16	1	15
58,17	1	15
58,18	1	11
58,19	1	14
58,20	1	9
58,2	1	9
58,21	1	11
58,22	1	8
58,23	1	7
58,24	1	12
58,25	1	7
58,26	1	9
58,27	1	10
58,28	1	14
58,29	1	10
58,30	1	12
58,3	1	10
58,31	1	8
58,32	1	9
58,33	1	7
58,34	1	7
58,35	1	7
58,36	1	10
58,37	1	8
58,38	1	15
58,39	1	8
58,40	1	8
58,4	1	16
58,41	1	9
58,42	1	7
58,43	1	9
58,44	1	7
58,45	1	7
58,46	1	9
58,47	1	7
58,48	1	7
58,49	1	7
58,50	1	8
58,5	1	9
58,51	1	7
58,52	1	10
58,53	1	12
58,54	1	7
58,55	1	9
59,10	1	8
59,1	1	10
59,11	1	5
59,12	1	16
59,13	1	10
59,14	1	8
59,15	1	8
59,16	1	13
59,17	1	13
59,18	1	9
59,19	1	12
59,20	1	7
59,2	1	7
59,21	1	9
59,22	1	6
59,23	1	5
59,24	1	10
59,25	1	5
59,26	1	7
59,27	1	8
59,28	1	12
59,29	1	8
59,30	1	10
59,3	1	8
59,31	1	6
59,32	1	7
59,33	1	5
59,34	1	5
59,35	1	5
59,36	1	8
59,37	1	6
59,38	1	13
59,39	1	6
59,40	1	6
59,4	1	14
59,41	1	7
59,42	1	5
59,43	1	7
59,44	1	5
59,45	1	5
59,46	1	7
59,47	1	5
59,48	1	5
59,49	1	5
59,50	1	6
59,5	1	7
59,51	1	5
59,52	1	8
59,53	1	10
59,54	1	5
59,55	1	7
59,56	1	6
6,11	1	6
6,13	1	11
6,14	1	9
6,15	1	9
6,16	1	14
6,20	1	8
6,2	1	8
6,22	1	7
6,23	1	6
6,24	1	11
6,25	1	6
6,26	1	8
6,27	1	9
6,28	1	13
6,29	1	9
6,3	1	9
6,31	1	7
6,32	1	8
6,33	1	6
6,34	1	6
6,35	1	6
6,37	1	7
6,40	1	7
6,4	1	15
6,41	1	8
6,42	1	6
6,44	1	6
6,45	1	6
6,46	1	8
6,47	1	6
6,48	1	6
6,49	1	6
6,50	1	7
6,5	1	8
6,51	1	6
6,54	1	6
6,55	1	8
6,56	1	7
60,10	1	8
60,1	1	10
60,11	1	5
60,12	1	16
60,13	1	10
60,14	1	8
60,15	1	8
60,16	1	13
60,17	1	13
60,18	1	9
60,19	1	12
60,20	1	7
60,2	1	7
60,21	1	9
60,22	1	6
60,23	1	5
60,24	1	10
60,25	1	5
60,26	1	7
60,27	1	8
60,28	1	12
60,29	1	8
60,30	1	10
60,3	1	8
60,31	1	6
60,32	1	7
60,33	1	5
60,34	1	5
60,35	1	5
60,36	1	8
60,37	1	6
60,38	1	13
60,39	1	6
60,40	1	6
60,4	1	14
60,41	1	7
60,42	1	5
60,43	1	7
60,44	1	5
60,45	1	5
60,46	1	7
60,47	1	5
60,48	1	5
60,49	1	5
60,50	1	6
60,5	1	7
60,51	1	5
60,52	1	8
60,53	1	10
60,54	1	5
60,55	1	7
60,56	1	6
60,6	1	9
61,10	1	6
61,1	1	8
61,11	1	3
61,12	1	14
61,13	1	8
61,14	1	6
61,15	1	6
61,16	1	11
61,17	1	11
61,18	1	7
61,19	1	10
61,20	1	5
61,2	1	5
61,21	1	7
61,22	1	4
61,23	1	3
61,24	1	8
61,25	1	3
61,26	1	5
61,27	1	6
61,28	1	10
61,29	1	6
61,30	1	8
61,3	1	6
61,31	1	4
61,32	1	5
61,33	1	3
61,34	1	3
61,35	1	3
61,36	1	6
61,37	1	4
61,38	1	11
61,39	1	4
61,40	1	4
61,4	1	12
61,41	1	5
61,42	1	3
61,43	1	5
61,44	1	3
61,45	1	3
61,46	1	5
61,47	1	3
61,48	1	3
61,49	1	3
61,50	1	4
61,5	1	5
61,51	1	3
61,52	1	6
61,53	1	8
61,54	1	3
61,55	1	5
61,56	1	4
61,57	1	6
61,59	1	6
61,6	1	7
61,60	1	6
62,10	1	5
62,11	1	2
62,12	1	13
62,13	1	7
62,14	1	5
62,15	1	5
62,16	1	10
62,17	1	10
62,18	1	6
62,20	1	4
62,2	1	4
62,21	1	6
62,22	1	3
62,23	1	2
62,24	1	7
62,25	1	2
62,26	1	4
62,27	1	5
62,28	1	9
62,29	1	5
62,30	1	7
62,3	1	5
62,31	1	3
62,32	1	4
62,33	1	2
62,34	1	2
62,35	1	2
62,36	1	5
62,37	1	3
62,38	1	10
62,39	1	3
62,40	1	3
62,4	1	11
62,41	1	4
62,42	1	2
62,43	1	4
62,44	1	2
62,45	1	2
62,46	1	4
62,47	1	2
62,48	1	2
62,49	1	2
62,50	1	3
62,5	1	4
62,51	1	2
62,52	1	5
62,53	1	7
62,54	1	2
62,55	1	4
62,56	1	3
62,57	1	5
62,58	1	7
62,59	1	5
62,6	1	6
62,60	1	5
62,61	1	3
63,10	1	7
63,1	1	9
63,11	1	4
63,12	1	15
63,13	1	9
63,14	1	7
63,15	1	7
63,16	1	12
63,17	1	12
63,18	1	8
63,19	1	11
63,20	1	6
63,2	1	6
63,22	1	5
63,23	1	4
63,24	1	9
63,25	1	4
63,26	1	6
63,27	1	7
63,28	1	11
63,29	1	7
63,30	1	9
63,3	1	7
63,31	1	5
63,32	1	6
63,33	1	4
63,34	1	4
63,35	1	4
63,36	1	7
63,37	1	5
63,38	1	12
63,39	1	5
63,40	1	5
63,4	1	13
63,41	1	6
63,42	1	4
63,43	1	6
63,44	1	4
63,45	1	4
63,46	1	6
63,47	1	4
63,48	1	4
63,49	1	4
63,50	1	5
63,5	1	6
63,51	1	4
63,53	1	9
63,54	1	4
63,55	1	6
63,56	1	5
63,57	1	7
63,58	1	9
63,59	1	7
63,6	1	8
63,60	1	7
63,61	1	5
63,62	1	4
64,10	1	11
64,1	1	13
64,11	1	8
64,12	1	19
64,13	1	13
64,14	1	11
64,15	1	11
64,16	1	16
64,17	1	16
64,18	1	12
64,19	1	15
64,20	1	10
64,2	1	10
64,21	1	12
64,22	1	9
64,23	1	8
64,24	1	13
64,25	1	8
64,26	1	10
64,27	1	11
64,28	1	15
64,29	1	11
64,30	1	13
64,3	1	11
64,31	1	9
64,32	1	10
64,33	1	8
64,34	1	8
64,35	1	8
64,36	1	11
64,37	1	9
64,38	1	16
64,39	1	9
64,40	1	9
64,4	1	17
64,41	1	10
64,42	1	8
64,43	1	10
64,44	1	8
64,45	1	8
64,46	1	10
64,47	1	8
64,48	1	8
64,49	1	8
64,50	1	9
64,5	1	10
64,51	1	8
64,52	1	11
64,53	1	13
64,54	1	8
64,55	1	10
64,56	1	9
64,57	1	11
64,58	1	13
64,59	1	11
64,6	1	12
64,60	1	11
64,61	1	9
64,62	1	8
64,63	1	10
65,10	1	5
65,1	1	7
65,11	1	2
65,12	1	13
65,13	1	7
65,14	1	5
65,15	1	5
65,16	1	10
65,17	1	10
65,18	1	6
65,19	1	9
65,20	1	4
65,2	1	4
65,21	1	6
65,22	1	3
65,23	1	2
65,24	1	7
65,25	1	2
65,26	1	4
65,27	1	5
65,28	1	9
65,29	1	5
65,30	1	7
65,3	1	5
65,31	1	3
65,32	1	4
65,33	1	2
65,34	1	2
65,35	1	2
65,36	1	5
65,37	1	3
65,38	1	10
65,39	1	3
65,40	1	3
65,4	1	11
65,41	1	4
65,42	1	2
65,43	1	4
65,44	1	2
65,45	1	2
65,46	1	4
65,47	1	2
65,48	1	2
65,49	1	2
65,50	1	3
65,5	1	4
65,51	1	2
65,52	1	5
65,53	1	7
65,54	1	2
65,55	1	4
65,56	1	3
65,57	1	5
65,58	1	7
65,59	1	5
65,6	1	6
65,60	1	5
